name	class_name	signature	hover
to_float32_array	PackedByteArray	to_float32_array() -> PackedFloat32Array	Returns a copy of the data converted to a [PackedFloat32Array], where each block of 4 bytes has been converted to a 32-bit float (C++ [code skip-lint]float[/code]). The size of the input array must be a multiple of 4 (size of 32-bit float). The size of the new array will be [code]byte_array.size() / 4[/code]. If the original data can't be converted to 32-bit floats, the resulting data is undefined.
to_float64_array	PackedByteArray	to_float64_array() -> PackedFloat64Array	Returns a copy of the data converted to a [PackedFloat64Array], where each block of 8 bytes has been converted to a 64-bit float (C++ [code]double[/code], Godot [float]). The size of the input array must be a multiple of 8 (size of 64-bit double). The size of the new array will be [code]byte_array.size() / 8[/code]. If the original data can't be converted to 64-bit floats, the resulting data is undefined.
to_global	Node2D	to_global(local_point: Vector2) -> Vector2	Transforms the provided local position into a position in global coordinate space. The input is expected to be local relative to the [Node2D] it is called on. e.g. Applying this method to the positions of child nodes will correctly transform their positions into the global coordinate space, but applying it to a node's own position will give an incorrect result, as it will incorporate the node's own transformation into its global position.
to_global	Node3D	to_global(local_point: Vector3) -> Vector3	Returns the [param local_point] converted from this node's local space to global space. This is the opposite of [method to_local].
to_html	Color	to_html(with_alpha: bool = true) -> String	Returns the color converted to an HTML hexadecimal color [String] in RGBA format, without the hash ([code]#[/code]) prefix. Setting [param with_alpha] to [code]false[/code], excludes alpha from the hexadecimal string, using RGB format instead of RGBA format. [codeblocks] [gdscript] var white = Color(1, 1, 1, 0.5) var with_alpha = white.to_html() # Returns "ffffff7f" var without_alpha = white.to_html(false) # Returns "ffffff" [/gdscript] [csharp] var white = new Color(1, 1, 1, 0.5f); string withAlpha = white.ToHtml(); // Returns "ffffff7f" string withoutAlpha = white.ToHtml(false); // Returns "ffffff" [/csharp] [/codeblocks]
to_int	String	to_int() -> int	Converts the string representing an integer number into an [int]. This method removes any non-number character and stops at the first decimal point ([code].[/code]). See also [method is_valid_int]. [codeblock] var a = "123".to_int() # a is 123 var b = "x1y2z3".to_int() # b is 123 var c = "-1.2.3".to_int() # c is -1 var d = "Hello!".to_int() # d is 0 [/codeblock]
to_int	StringName	to_int() -> int	Converts the string representing an integer number into an [int]. This method removes any non-number character and stops at the first decimal point ([code].[/code]). See also [method is_valid_int]. [codeblock] var a = "123".to_int() # a is 123 var b = "x1y2z3".to_int() # b is 123 var c = "-1.2.3".to_int() # c is -1 var d = "Hello!".to_int() # d is 0 [/codeblock]
to_int32_array	PackedByteArray	to_int32_array() -> PackedInt32Array	Returns a copy of the data converted to a [PackedInt32Array], where each block of 4 bytes has been converted to a signed 32-bit integer (C++ [code]int32_t[/code]). The size of the input array must be a multiple of 4 (size of 32-bit integer). The size of the new array will be [code]byte_array.size() / 4[/code]. If the original data can't be converted to signed 32-bit integers, the resulting data is undefined.
to_int64_array	PackedByteArray	to_int64_array() -> PackedInt64Array	Returns a copy of the data converted to a [PackedInt64Array], where each block of 8 bytes has been converted to a signed 64-bit integer (C++ [code]int64_t[/code], Godot [int]). The size of the input array must be a multiple of 8 (size of 64-bit integer). The size of the new array will be [code]byte_array.size() / 8[/code]. If the original data can't be converted to signed 64-bit integers, the resulting data is undefined.
to_kebab_case	String	to_kebab_case() -> String	Returns the string converted to [code]kebab-case[/code]. [b]Note:[/b] Numbers followed by a [i]single[/i] letter are not separated in the conversion to keep some words (such as "2D") together. [codeblocks] [gdscript] "Node2D".to_kebab_case() # Returns "node-2d" "2nd place".to_kebab_case() # Returns "2-nd-place" "Texture3DAssetFolder".to_kebab_case() # Returns "texture-3d-asset-folder" [/gdscript] [csharp] "Node2D".ToKebabCase(); // Returns "node-2d" "2nd place".ToKebabCase(); // Returns "2-nd-place" "Texture3DAssetFolder".ToKebabCase(); // Returns "texture-3d-asset-folder" [/csharp] [/codeblocks]
to_kebab_case	StringName	to_kebab_case() -> String	Returns the string converted to [code]kebab-case[/code]. [b]Note:[/b] Numbers followed by a [i]single[/i] letter are not separated in the conversion to keep some words (such as "2D") together. [codeblocks] [gdscript] "Node2D".to_kebab_case() # Returns "node-2d" "2nd place".to_kebab_case() # Returns "2-nd-place" "Texture3DAssetFolder".to_kebab_case() # Returns "texture-3d-asset-folder" [/gdscript] [csharp] "Node2D".ToKebabCase(); // Returns "node-2d" "2nd place".ToKebabCase(); // Returns "2-nd-place" "Texture3DAssetFolder".ToKebabCase(); // Returns "texture-3d-asset-folder" [/csharp] [/codeblocks]
to_local	Node2D	to_local(global_point: Vector2) -> Vector2	Transforms the provided global position into a position in local coordinate space. The output will be local relative to the [Node2D] it is called on. e.g. It is appropriate for determining the positions of child nodes, but it is not appropriate for determining its own position relative to its parent.
to_local	Node3D	to_local(global_point: Vector3) -> Vector3	Returns the [param global_point] converted from global space to this node's local space. This is the opposite of [method to_global].
to_lower	String	to_lower() -> String	Returns the string converted to [code]lowercase[/code].
to_lower	StringName	to_lower() -> String	Returns the string converted to [code]lowercase[/code].
to_multibyte_char_buffer	String	to_multibyte_char_buffer(encoding: String = "") -> PackedByteArray	Converts the string to system multibyte code page encoded [PackedByteArray]. If conversion fails, empty array is returned. The values permitted for [param encoding] are system dependent. If [param encoding] is empty string, system default encoding is used. - For Windows, see [url=https://learn.microsoft.com/en-us/windows/win32/Intl/code-page-identifiers]Code Page Identifiers[/url] .NET names. - For macOS and Linux/BSD, see [code]libiconv[/code] library documentation and [code]iconv --list[/code] for a list of supported encodings.
to_multibyte_char_buffer	StringName	to_multibyte_char_buffer(encoding: String = "") -> PackedByteArray	Converts the string to system multibyte code page encoded [PackedByteArray]. If conversion fails, empty array is returned. The values permitted for [param encoding] are system dependent. If [param encoding] is empty string, system default encoding is used. - For Windows, see [url=https://learn.microsoft.com/en-us/windows/win32/Intl/code-page-identifiers]Code Page Identifiers[/url] .NET names. - For macOS and Linux/BSD, see [code]libiconv[/code] library documentation and [code]iconv --list[/code] for a list of supported encodings.
to_native	JSON	to_native(json: Variant, allow_objects: bool = false) -> Variant	Converts a JSON-compliant value that was created with [method from_native] back to native engine types. By default, objects are ignored for security reasons, unless [param allow_objects] is [code]true[/code]. You can convert a JSON string back to a native value like this: [codeblock] func decode_data(string, allow_objects = false): return JSON.to_native(JSON.parse_string(string), allow_objects) [/codeblock]
to_node	GLTFCamera	to_node() -> Camera3D	Converts this GLTFCamera instance into a Godot [Camera3D] node.
to_node	GLTFLight	to_node() -> Light3D	Converts this GLTFLight instance into a Godot [Light3D] node.
to_node	GLTFPhysicsBody	to_node() -> CollisionObject3D	Converts this GLTFPhysicsBody instance into a Godot [CollisionObject3D] node.
to_node	GLTFPhysicsShape	to_node(cache_shapes: bool = false) -> CollisionShape3D	Converts this GLTFPhysicsShape instance into a Godot [CollisionShape3D] node.
to_pascal_case	String	to_pascal_case() -> String	Returns the string converted to [code]PascalCase[/code].
to_pascal_case	StringName	to_pascal_case() -> String	Returns the string converted to [code]PascalCase[/code].
